LocationName,Latitude,Longitude,Context,Sentiment
Walden Pond,42.4387018,-71.3401284,"I am no more lonely than the loon in the pond that laughs so loud, or than Walden Pond itself.","Positive: 13.2%, Neutral: 66.1%, Negative: 20.6%"
the Mill Brook,52.9001453,-1.2755564,"I am no more lonely than the Mill Brook, or a weathercock, or the north star, or the south wind, or an April shower, or a January thaw, or the first spider in a new house.","Positive: 0.0%, Neutral: 85.7%, Negative: 14.3%"
Walden Pond,42.4387018,-71.3401284,"I have occasional visits in the long winter evenings, when the snow falls fast and the wind howls in the wood, from an old settler and original proprietor, who is reported to have dug Walden Pond, and stoned it, and fringed it with pine woods; who tells me stories of old time and of new eternity; and between us we manage to pass a cheerful evening with social mirth and pleasant views of things, even without apples or cider﻿—a most wise and humorous friend, whom I love much, who keeps himself more secret than ever did Goffe or Whalley; and though he is thought to be dead, none can show where he is buried.","Positive: 19.9%, Neutral: 76.9%, Negative: 3.2%"
Acheron,39.32977242641671,20.6049812511268,"For my panacea, instead of one of those quack vials of a mixture dipped from Acheron and the Dead Sea, which come out of those long shallow black-schooner looking wagons which we sometimes see made to carry bottles, let me have a draught of undiluted morning air.","Positive: 0.0%, Neutral: 91.1%, Negative: 8.9%"
Boston,42.3555076,-71.0565364,"As I sit at my window this summer afternoon, hawks are circling about my clearing; the tantivy of wild pigeons, flying by two and threes athwart my view, or perching restless on the white pine boughs behind my house, gives a voice to the air; a fish hawk dimples the glassy surface of the pond and brings up a fish; a mink steals out of the marsh before my door and seizes a frog by the shore; the sedge is bending under the weight of the reedbirds flitting hither and thither; and for the last half-hour I have heard the rattle of railroad cars, now dying away and then reviving like the beat of a partridge, conveying travellers from Boston to the country.","Positive: 2.1%, Neutral: 93.4%, Negative: 4.5%"
Massachusetts,42.4072107,-71.3824374,"I doubt if there is such a place in Massachusetts now:﻿ —


“In truth, our village has become a butt

For one of those fleet railroad shafts, and o’er

Our peaceful plain its soothing sound is﻿—Concord.”","Positive: 20.4%, Neutral: 73.1%, Negative: 6.5%"
Boston,42.3555076,-71.0565364,"Their train of clouds stretching far behind and rising higher and higher, going to heaven while the cars are going to Boston, conceals the sun for a minute and casts my distant field into the shade, a celestial train beside which the petty train of cars which hugs the earth is but the barb of the spear.","Positive: 7.4%, Neutral: 90.2%, Negative: 2.4%"
the Dismal Swamp,36.5334855,-76.46216849999999,"Far through unfrequented woods on the confines of towns, where once only the hunter penetrated by day, in the darkest night dart these bright saloons without the knowledge of their inhabitants; this moment stopping at some brilliant station-house in town or city, where a social crowd is gathered, the next in the Dismal Swamp, scaring the owl and fox.","Positive: 9.5%, Neutral: 73.9%, Negative: 16.6%"
Boston,42.3555076,-71.0565364,"I have been astonished at the miracles it has wrought; that some of my neighbors, who, I should have prophesied, once for all, would never get to Boston by so prompt a conveyance, are on hand when the bell rings.","Positive: 14.2%, Neutral: 85.8%, Negative: 0.0%"
New England,43.9653889,-70.8226541,"On this morning of the Great Snow, perchance, which is still raging and chilling men’s blood, I bear the muffled tone of their engine bell from out the fog bank of their chilled breath, which announces that the cars are coming, without long delay, notwithstanding the veto of a New England northeast snowstorm, and I behold the plowmen covered with snow and rime, their heads peering, above the mould-board which is turning down other than daisies and the nests of field mice, like boulders of the Sierra Nevada, that occupy an outside place in the universe.","Positive: 8.5%, Neutral: 87.1%, Negative: 4.5%"
Lake Champlain,44.586581,-73.3800905,"I am refreshed and expanded when the freight train rattles past me, and I smell the stores which go dispensing their odors all the way from Long Wharf to Lake Champlain, reminding me of foreign parts, of coral reefs, and Indian oceans, and tropical climes, and the extent of the globe.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
New England,43.9653889,-70.8226541,"I feel more like a citizen of the world at the sight of the palm-leaf which will cover so many flaxen New England heads the next summer, the Manilla hemp and coconut husks, the old junk, gunny bags, scrap iron, and rusty nails.","Positive: 6.5%, Neutral: 93.5%, Negative: 0.0%"
Maine,45.253783,-69.4454689,"Here goes lumber from the Maine woods, which did not go out to sea in the last freshet, risen four dollars on the thousand because of what did go out or was split up; pine, spruce, cedar﻿—first, second, third, and fourth qualities, so lately all of one quality, to wave over the bear, and moose, and caribou.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Milwaukee,43.0410344,-87.9096783,"These rags in bales, of all hues and qualities, the lowest condition to which cotton and linen descend, the final result of dress﻿—of patterns which are now no longer cried up, unless it be in Milwaukee, as those splendid articles, English, French, or American prints, ginghams, muslins, etc., gathered from all quarters both of fashion and poverty, going to become paper of one color or a few shades only, on which, forsooth, will be written tales of real life, high and low, and founded on fact!","Positive: 4.0%, Neutral: 82.4%, Negative: 13.7%"
New England,43.9653889,-70.8226541,"This closed car smells of salt fish, the strong New England and commercial scent, reminding me of the Grand Banks and the fisheries.","Positive: 23.1%, Neutral: 76.9%, Negative: 0.0%"
Cuttingsville,43.4767824,-72.875917,"Here is a hogshead of molasses or of brandy directed to John Smith, Cuttingsville, Vermont, some trader among the Green Mountains, who imports for the farmers near his clearing, and now perchance stands over his bulkhead and thinks of the last arrivals on the coast, how they may affect the price for him, telling his customers this moment, as he has told them twenty times before this morning, that he expects some by the next train of prime quality.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
the Green Mountains,44.791667,-72.58277799999999,"Warned by the whizzing sound, I look up from my book and see some tall pine, hewn on far northern hills, which has winged its way over the Green Mountains and the Connecticut, shot like an arrow through the township within ten minutes, and scarce another eye beholds it; going


“to be the mast

Of some great ammiral.","Positive: 10.5%, Neutral: 86.1%, Negative: 3.3%"
the Green Mountains,44.791667,-72.58277799999999,"Methinks I hear them barking behind the Peterboro’ Hills, or panting up the western slope of the Green Mountains.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Pacific,-8.783195,-124.508523,Even the sailor on the Atlantic and Pacific is awakened by his voice; but its shrill sound never roused me from my slumbers.,"Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Flint’s Pond,42.4351727,-71.3156315,"It commonly opens about the first of April, a week or ten days later than Flint’s Pond and Fair Haven, beginning to melt on the north side and in the shallower parts where it began to freeze.","Positive: 9.3%, Neutral: 90.7%, Negative: 0.0%"
Flint’s Pond,42.4351727,-71.3156315,"A thermometer thrust into the middle of Walden on the 6th of March, 1847, stood at 32°, or freezing point; near the shore at 33°; in the middle of Flint’s Pond, the same day, at 32½°; at a dozen rods from the shore, in shallow water, under ice a foot thick, at 36°.","Positive: 0.0%, Neutral: 97.2%, Negative: 2.8%"
Flint,43.0125274,-83.6874562,"One pleasant morning after a cold night, February 24th, 1850, having gone to Flint’s Pond to spend the day, I noticed with surprise, that when I struck the ice with the head of my axe, it resounded like a gong for many rods around, or as if I had struck on a tight drumhead.","Positive: 14.3%, Neutral: 75.9%, Negative: 9.8%"
Sudbury,46.4917317,-80.99302899999999,"There was ice still on the meadows, but it was all gone out of the river, and he dropped down without obstruction from Sudbury, where he lived, to Fair Haven Pond, which he found, unexpectedly, covered for the most part with a firm field of ice.","Positive: 6.3%, Neutral: 93.7%, Negative: 0.0%"
Canada,56.130366,-106.346771,"But when I stood on the shore they at once rose up with a great flapping of wings at the signal of their commander, and when they had got into rank circled about over my head, twenty-nine of them, and then steered straight to Canada, with a regular honk from the leader at intervals, trusting to break their fast in muddier pools.","Positive: 17.1%, Neutral: 82.9%, Negative: 0.0%"
Boston,42.3555076,-71.0565364,"When I was four years old, as I well remember, I was brought from Boston to this my native town, through these very woods and this field, to the pond.","Positive: 7.5%, Neutral: 92.5%, Negative: 0.0%"
Egypt,26.820553,30.802498,"Or I was attracted by the passage of wild pigeons from this wood to that, with a slight quivering winnowing sound and carrier haste; or from under a rotten stump my hoe turned up a sluggish portentous and outlandish spotted salamander, a trace of Egypt and the Nile, yet our contemporary.","Positive: 5.4%, Neutral: 80.9%, Negative: 13.7%"
Middlesex,40.5802731,-74.5012516,"And when the sound died quite away, and the hum had ceased, and the most favorable breezes told no tale, I knew that they had got the last drone of them all safely into the Middlesex hive, and that now their minds were bent on the honey with which it was smeared.","Positive: 11.1%, Neutral: 79.1%, Negative: 9.8%"
Massachusetts,42.4072107,-71.3824374,"I felt proud to know that the liberties of Massachusetts and of our fatherland were in such safe keeping; and as I turned to my hoeing again I was filled with an inexpressible confidence, and pursued my labor cheerfully with a calm trust in the future.","Positive: 37.8%, Neutral: 62.2%, Negative: 0.0%"
Palestine,31.952162,35.233154,"These martial strains seemed as far away as Palestine, and reminded me of a march of crusaders in the horizon, with a slight tantivy and tremulous motion of the elm tree tops which overhang the village.","Positive: 8.6%, Neutral: 80.5%, Negative: 10.9%"
Boston,42.3555076,-71.0565364,"Those summer days which some of my contemporaries devoted to the fine arts in Boston or Rome, and others to contemplation in India, and others to trade in London or New York, I thus, with the other farmers of New England, devoted to husbandry.","Positive: 15.3%, Neutral: 84.7%, Negative: 0.0%"
Arabia,23.885942,45.079162,"when I see them lying on the ice, or in the well which the fisherman cuts in the ice, making a little hole to admit the water, I am always surprised by their rare beauty, as if they were fabulous fishes, they are so foreign to the streets, even to the woods, foreign as Arabia to our Concord life.","Positive: 18.9%, Neutral: 72.8%, Negative: 8.3%"
Walden Pond,42.4387018,-71.3401284,"As I was desirous to recover the long lost bottom of Walden Pond, I surveyed it carefully, before the ice broke up, early in ’46, with compass and chain and sounding line.","Positive: 10.9%, Neutral: 74.5%, Negative: 14.6%"
Loch Fyne,56.0661794,-5.28456,"William Gilpin, who is so admirable in all that relates to landscapes, and usually so correct, standing at the head of Loch Fyne, in Scotland, which he describes as “a bay of salt water, sixty or seventy fathoms deep, four miles in breadth,” and about fifty miles long, surrounded by mountains, observes, “If we could have seen it immediately after the diluvian crash, or whatever convulsion of nature occasioned it, before the waters gushed in, what a horrid chasm must it have appeared!","Positive: 5.1%, Neutral: 87.7%, Negative: 7.2%"
Loch Fyne,56.0661794,-5.28456,"But if, using the shortest diameter of Loch Fyne, we apply these proportions to Walden, which, as we have seen, appears already in a vertical section only like a shallow plate, it will appear four times as shallow.","Positive: 8.5%, Neutral: 91.5%, Negative: 0.0%"
Loch Fyne,56.0661794,-5.28456,"So much for the increased horrors of the chasm of Loch Fyne when emptied. No doubt many a smiling valley with its stretching cornfields occupies exactly such a “horrid chasm,” from which the waters have receded, though it requires the insight and the far sight of the geologist to convince the unsuspecting inhabitants of this fact.","Positive: 11.1%, Neutral: 73.2%, Negative: 15.7%"
White Pond,41.5014688,-73.7227774,"Given, then, the length and breadth of the cove, and the character of the surrounding shore, and you have almost elements enough to make out a formula for all cases.
In order to see how nearly I could guess, with this experience, at the deepest point in a pond, by observing the outlines of a surface and the character of its shores alone, I made a plan of White Pond, which contains about forty-one acres, and, like this, has no island in it, nor any visible inlet or outlet; and as the line of greatest breadth fell very near the line of least breadth, where two opposite capes approached each other and two opposite bays receded, I ventured to mark a point a short distance from the latter line, but still on the line of greatest length, as the deepest.","Positive: 7.3%, Neutral: 90.5%, Negative: 2.2%"
Iceland,64.963051,-19.020835,"I did not know whether they had come to sow a crop of winter rye, or some other kind of grain recently introduced from Iceland.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Walden Pond,42.4387018,-71.3401284,"They said that a gentleman farmer, who was behind the scenes, wanted to double his money, which, as I understood, amounted to half a million already; but in order to cover each one of his dollars with another, he took off the only coat, ay, the skin itself, of Walden Pond in the midst of a hard winter.","Positive: 0.0%, Neutral: 97.1%, Negative: 2.9%"
Cambridge,52.1950788,0.1312729,"To speak literally, a hundred Irishmen, with Yankee overseers, came from Cambridge every day to get out the ice.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Fresh Pond,42.38565819999999,-71.1493077,They told me that they had some in the icehouses at Fresh Pond five years old which was as good as ever.,"Positive: 20.6%, Neutral: 79.4%, Negative: 0.0%"
Charleston,32.7833163,-79.9319664,"Thus it appears that the sweltering inhabitants of Charleston and New Orleans, of Madras and Bombay and Calcutta, drink at my well.","Positive: 9.1%, Neutral: 90.9%, Negative: 0.0%"
Ganges,27.40364008716091,83.00912404576209,"I lay down the book and go to my well for water, and lo! there I meet the servant of the Bramin, priest of Brahma and Vishnu and Indra, who still sits in his temple on the Ganges reading the Vedas, or dwells at the root of a tree with his crust and water jug.","Positive: 4.5%, Neutral: 93.5%, Negative: 2.1%"
Ganges,27.40364008716091,83.00912404576209,"The pure Walden water is mingled with the sacred water of the Ganges. With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.","Positive: 8.4%, Neutral: 91.6%, Negative: 0.0%"
Hanno,35.8551031,139.3286081,"With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Ternate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander only heard the names.","Positive: 10.1%, Neutral: 89.9%, Negative: 0.0%"
Fair Haven Hill,42.43676110000001,-71.3545041,"Sometimes, having had a surfeit of human society and gossip, and worn out all my village friends, I rambled still farther westward than I habitually dwell, into yet more unfrequented parts of the town, “to fresh woods and pastures new,” or, while the sun was setting, made my supper of huckleberries and blueberries on Fair Haven Hill, and laid up a store for several days.","Positive: 13.5%, Neutral: 80.8%, Negative: 5.7%"
Boston,42.3555076,-71.0565364,A huckleberry never reaches Boston; they have not been known there since they grew on her three hills.,"Positive: 0.0%, Neutral: 93.3%, Negative: 6.7%"
White Pond,41.5014688,-73.7227774,"We have one other pond just like this, White Pond, in Nine Acre Corner, about two and a half miles westerly; but, though I am acquainted with most of the ponds within a dozen miles of this centre I do not know a third of this pure and well-like character.","Positive: 3.8%, Neutral: 96.2%, Negative: 0.0%"
Walden Pond,42.4387018,-71.3401284,"Even then it had commenced to rise and fall, and had clarified its waters and colored them of the hue they now wear, and obtained a patent of Heaven to be the only Walden Pond in the world and distiller of celestial dews.","Positive: 7.4%, Neutral: 92.6%, Negative: 0.0%"
Flint,43.0125274,-83.6874562,"Flint’s Pond, a mile eastward, allowing for the disturbance occasioned by its inlets and outlets, and the smaller intermediate ponds also, sympathize with Walden, and recently attained their greatest height at the same time with the latter.","Positive: 10.3%, Neutral: 83.3%, Negative: 6.4%"
White Pond,41.5014688,-73.7227774,"The same is true, as far as my observation goes, of White Pond. ","Positive: 18.9%, Neutral: 81.1%, Negative: 0.0%"
Fair Haven,33.5234997,-86.7280681,"I have sometimes disturbed a fish hawk sitting on a white pine over the water; but I doubt if it is ever profaned by the wind of a gull, like Fair Haven.","Positive: 18.1%, Neutral: 67.2%, Negative: 14.7%"
Ganges,27.40364008716091,83.00912404576209,"Now the trunks of trees on the bottom, and the old log canoe, and the dark surrounding woods, are gone, and the villagers, who scarcely know where it lies, instead of going to the pond to bathe or drink, are thinking to bring its water, which should be as sacred as the Ganges at least, to the village in a pipe, to wash their dishes with!﻿—to earn their Walden by the turning of a cock or drawing of a plug!","Positive: 0.0%, Neutral: 93.8%, Negative: 6.2%"
Moore Hill,30.2834436,-97.7355032,"Where is the country’s champion, the Moore of Moore Hill, to meet him at the Deep Cut and thrust an avenging lance between the ribs of the bloated pest?","Positive: 11.8%, Neutral: 81.8%, Negative: 6.4%"
Flint’s Pond,42.4351727,-71.3156315,"I have said that Walden has no visible inlet nor outlet, but it is on the one hand distantly and indirectly related to Flint’s Pond, which is more elevated, by a chain of small ponds coming from that quarter, and on the other directly and manifestly to Concord River, which is lower, by a similar chain of ponds through which in some other geological period it may have flowed, and by a little digging, which God forbid, it can be made to flow thither again.","Positive: 7.3%, Neutral: 84.5%, Negative: 8.2%"
Flint’s Pond,42.4351727,-71.3156315,"If by living thus reserved and austere, like a hermit in the woods, so long, it has acquired such wonderful purity, who would not regret that the comparatively impure waters of Flint’s Pond should be mingled with it, or itself should ever go to waste its sweetness in the ocean wave?","Positive: 19.7%, Neutral: 75.6%, Negative: 4.7%"
Sandy Pond,43.6359015,-76.1840935,"Flint’s, or Sandy Pond, in Lincoln, our greatest lake and inland sea, lies about a mile east of Walden.","Positive: 18.3%, Neutral: 69.6%, Negative: 12.2%"
Flint’s Pond,42.4351727,-71.3156315,Flint’s Pond! Such is the poverty of our nomenclature.,"Positive: 0.0%, Neutral: 69.0%, Negative: 31.0%"
the Icarian Sea,37.8038696,26.3249438,"Let our lakes receive as true names at least as the Icarian Sea, where “still the shore” a “brave attempt resounds.”","Positive: 12.8%, Neutral: 87.2%, Negative: 0.0%"
Goose Pond,42.2838264,-73.19543600000002,"Goose Pond, of small extent, is on my way to Flint’s; Fair Haven, an expansion of Concord River, said to contain some seventy acres, is a mile southwest; and White Pond, of about forty acres, is a mile and a half beyond Fair Haven.","Positive: 10.6%, Neutral: 89.4%, Negative: 0.0%"
Concord River,42.6464802,-71.3025605,"These, with Concord River, are my water privileges; and night and day, year in year out, they grind such grist as I carry to them.","Positive: 10.2%, Neutral: 89.8%, Negative: 0.0%"
Yellow Pine Lake,40.6662285,-111.1539977,"Perhaps it might be called Yellow Pine Lake, from the following circumstance. About fifteen years ago you could see the top of a pitch pine, of the kind called yellow pine hereabouts, though it is not a distinct species, projecting above the surface in deep water, many rods from the shore.","Positive: 10.0%, Neutral: 90.0%, Negative: 0.0%"
Sudbury,46.4917317,-80.99302899999999,"In the spring of ’49 I talked with the man who lives nearest the pond in Sudbury, who told me that it was he who got out this tree ten or fifteen years before.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
White Pond,41.5014688,-73.7227774,"White Pond and Walden are great crystals on the surface of the earth, Lakes of Light.","Positive: 21.5%, Neutral: 78.5%, Negative: 0.0%"
Siberia,61.01370970000001,99.1966559,"Though he knows that he has travelled it a thousand times, he cannot recognize a feature in it, but it is as strange to him as if it were a road in Siberia.","Positive: 0.0%, Neutral: 92.9%, Negative: 7.1%"
Fair Haven Hill,42.43676110000001,-71.3545041,"However, I was released the next day, obtained my mended shoe, and returned to the woods in season to get my dinner of huckleberries on Fair Haven Hill.","Positive: 8.1%, Neutral: 91.9%, Negative: 0.0%"
Maine,45.253783,-69.4454689,"I never fastened my door night or day, though I was to be absent several days; not even when the next fall I spent a fortnight in the woods of Maine.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
United States,38.7945952,-106.5348379,"Unlike them, this Uncopyright page exists to tell you that the writing and artwork in this ebook are believed to be in the United States public domain; that is, they are believed to be free of copyright restrictions in the United States.","Positive: 18.6%, Neutral: 81.4%, Negative: 0.0%"
United States,38.7945952,-106.5348379,"The United States public domain represents our collective cultural heritage, and items in it are free for anyone in the United States to do almost anything at all with, without having to get permission.","Positive: 22.3%, Neutral: 77.7%, Negative: 0.0%"
the United States,38.7945952,-106.5348379,"If you’re not located in the United States, you must check your local laws before using this ebook.","Positive: 14.1%, Neutral: 85.9%, Negative: 0.0%"
the United States,38.7945952,-106.5348379,Standard Ebooks makes no representations regarding the copyright status of the source text or artwork in this ebook in any country other than the United States.,"Positive: 9.7%, Neutral: 82.8%, Negative: 7.6%"
Massasoit,42.1837759,-71.1010636,"I should be proud to have for the motto of my cabin those lines of Spenser which one of my visitors inscribed on a yellow walnut leaf for a card:﻿—


“Arrivèd there, the little house they fill,

Ne looke for entertainment where none was;

Rest is their feast, and all things at their will:

The noblest mind the best contentment has.”


When Winslow, afterward governor of the Plymouth Colony, went with a companion on a visit of ceremony to Massasoit on foot through the woods, and arrived tired and hungry at his lodge, they were well received by the king, but nothing was said about eating that day.","Positive: 9.1%, Neutral: 89.2%, Negative: 1.8%"
Canada,56.130366,-106.346771,"He was about twenty-eight years old, and had left Canada and his father’s house a dozen years before to work in the States, and earn money to buy a farm with at last, perhaps in his native country.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Vermont,44.5588028,-72.57784149999999,"He had worn the homemade Vermont gray, he said, and that was good. Could he dispense with tea and coffee?","Positive: 12.6%, Neutral: 77.9%, Negative: 9.5%"
Walden Pond,42.4387018,-71.3401284,"He suggested that there might be men of genius in the lowest grades of life, however permanently humble and illiterate, who take their own view always, or do not pretend to see at all; who are as bottomless even as Walden Pond was thought to be, though they may be dark and muddy.","Positive: 2.4%, Neutral: 92.9%, Negative: 4.7%"
Sudbury,46.4917317,-80.99302899999999,"When I looked across the pond from this peak toward the Sudbury meadows, which in time of flood I distinguished elevated perhaps by a mirage in their seething valley, like a coin in a basin, all the earth beyond the pond appeared like a thin crust insulated and floated even by this small sheet of interverting water, and I was reminded that this on which I dwelt was but dry land.
Though the view from my door was still more contracted, I did not feel crowded or confined in the least.","Positive: 4.2%, Neutral: 95.8%, Negative: 0.0%"
Spain,40.46366700000001,-3.74922,"As for Spain, for instance, if you know how to throw in Don Carlos and the Infanta, and Don Pedro and Seville and Granada, from time to time in the right proportions﻿—they may have changed the names a little since I saw the papers﻿—and serve up a bullfight when other entertainments fail, it will be true to the letter, and give us as good an idea of the exact state or ruin of things in Spain as the most succinct and lucid reports under this head in the newspapers: and as for England, almost the last significant scrap of news from that quarter was the revolution of 1649; and if you have learned the history of her crops for an average year, you never need attend to that thing again, unless your speculations are of a merely pecuniary character.","Positive: 7.2%, Neutral: 87.9%, Negative: 5.0%"
New England,43.9653889,-70.8226541,I perceive that we inhabitants of New England live this mean life that we do because our vision does not penetrate the surface of things.,"Positive: 8.0%, Neutral: 92.0%, Negative: 0.0%"
Paris,48.8575475,2.3513765,"Let us settle ourselves, and work and wedge our feet downward through the mud and slush of opinion, and prejudice, and tradition, and delusion, and appearance, that alluvion which covers the globe, through Paris and London, through New York and Boston and Concord, through Church and State, through poetry and philosophy and religion, till we come to a hard bottom and rocks in place, which we can call reality, and say, This is, and no mistake; and then begin, having a point d’appui, below freshet and frost and fire, a place where you might found a wall or a state, or set a lamppost safely, or perhaps a gauge, not a Nilometer, but a Realometer, that future ages might know how deep a freshet of shams and appearances had gathered from time to time.","Positive: 1.6%, Neutral: 91.9%, Negative: 6.5%"
Flint’s Pond,42.4351727,-71.3156315,"When I crossed Flint’s Pond, after it was covered with snow, though I had often paddled about and skated over it, it was so unexpectedly wide and so strange that I could think of nothing but Baffin’s Bay.","Positive: 0.0%, Neutral: 95.3%, Negative: 4.7%"
Goose Pond,42.2838264,-73.19543600000002,"In Goose Pond, which lay in my way, a colony of muskrats dwelt, and raised their cabins high above the ice, though none could be seen abroad when I crossed it.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Fair Haven,33.5234997,-86.7280681,"They passed over the pond toward Fair Haven, seemingly deterred from settling by my light, their commodore honking all the while with a regular beat.","Positive: 9.1%, Neutral: 90.9%, Negative: 0.0%"
Lexington,38.0389091,-84.5152662,"One day a man came to my hut from Lexington to inquire after his hound that made a large track, and had been hunting for a week by himself.","Positive: 0.0%, Neutral: 100.0%, Negative: 0.0%"
Walden Wood,30.0849523,-95.5755119,"One old hunter who has a dry tongue, who used to come to bathe in Walden once every year when the water was warmest, and at such times looked in upon me, told me that many years ago he took his gun one afternoon and went out for a cruise in Walden Wood; and as he walked the Wayland road he heard the cry of hounds approaching, and ere long a fox leaped the wall into the road, and as quick as thought leaped the other wall out of the road, and his swift bullet had not touched him.","Positive: 4.4%, Neutral: 90.2%, Negative: 5.4%"
Fair Haven,33.5234997,-86.7280681,"Late in the afternoon, as he was resting in the thick woods south of Walden, he heard the voice of the hounds far over toward Fair Haven still pursuing the fox; and on they came, their hounding cry which made all the woods ring sounding nearer and nearer, now from Well Meadow, now from the Baker Farm.","Positive: 7.2%, Neutral: 87.8%, Negative: 5.0%"
